id,mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13,O18,N15,S34,Cl37,Co,Cu.i,Cu.ii,Cu65.i,Cu65.ii,Fe.ii,Fe.iii,Fe54.ii,Fe54.iii,Br79,Br81,Ni.ii,Ni60.ii,Zn.ii,Zn66.ii,I,MDL_3.5,ResPow,m1,SE,present_in,AI,AI.mod,DBE,Aromatic,Aromatic.O_rich,Aromatic.O_poor,Highly.unsaturated,Highly.unsaturated.O_rich,Highly.unsaturated.O_poor,Unsaturated,Unsaturated.O_rich,Unsaturated.O_poor,Unsaturated.with.N,Saturated,Saturated.O_rich,Saturated.O_poor,mean_signal_to_MDL,isoratioC13.1,isoratioC13.2,isoratio_O18,isoratioS34,isoratioN15,isoratioBr81.1,isoratioBr81.2,isoratioCu.i_65,isoratioCu.ii_65,isoratioFe.ii_54,isoratioFe.iii_54,isoratioZn.ii_66,isoratioNi.ii_60,isoratioCl37,isorat_sdC13.1,isorat_sdC13.2,isorat_sd_O18,isorat_sd_S34,isorat_sd_N15,homnetworkmember,mean_of_ratio_deviance,diff_filter,alternative_formula,Sample1_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_01_1-2-43_1_21692.csv,Sample2_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_02_1-2-43_1_21702.csv,Sample3_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_03_1-2-43_1_21712.csv,Sample4_masslistsMGC2101807_LSt_MA_FTMS_PB_1_01_1-2-30_1_21512.csv,Sample5_masslistsMGC2101807_LSt_MA_FTMS_PB_1_02_1-2-30_1_21522.csv,Sample6_masslistsMGC2101807_LSt_MA_FTMS_PB_1_03_1-2-30_1_21532.csv,Sample7_masslistsMGC2101808_LSt_MA_FTMS_PB_2_01_1-2-20_1_21420.csv,Sample8_masslistsMGC2101808_LSt_MA_FTMS_PB_2_02_1-2-20_1_21430.csv,Sample9_masslistsMGC2101808_LSt_MA_FTMS_PB_2_03_1-2-20_1_21440.csv,Sample10_masslistsMGC2101809_LSt_MA_FTMS_PB_3_01_1-2-14_1_21360.csv,Sample11_masslistsMGC2101809_LSt_MA_FTMS_PB_3_02_1-2-14_1_21370.csv,Sample12_masslistsMGC2101809_LSt_MA_FTMS_PB_3_03_1-2-14_1_21380.csv,Sample13_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_01_1-2-12_1_21334.csv,Sample14_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_02_1-2-12_1_21344.csv,Sample15_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_03_1-2-12_1_21352.csv,Sample16_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_01_1-2-19_1_21418.csv,Sample17_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_02_1-2-19_1_21428.csv,Sample18_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_03_1-2-19_1_21438.csv,Sample19_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_01_1-2-9_1_21308.csv,Sample20_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_02_1-2-9_1_21316.csv,Sample21_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_03_1-2-9_1_21326.csv,Sample22_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_01_1-2-1_1_21250.csv,Sample23_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_02_1-2-1_1_21258.csv,Sample24_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_03_1-2-1_1_21268.csv,Sample25_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_01_1-2-23_1_21450.csv,Sample26_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_02_1-2-23_1_21460.csv,Sample27_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_03_1-2-23_1_21470.csv,Sample28_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_01_1-2-5_1_21278.csv,Sample29_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_02_1-2-5_1_21288.csv,Sample30_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_03_1-2-5_1_21296.csv,Sample31_NELHA_1.csv,Sample32_NELHA_2.csv,Sample33_NELHA_3.csv,Sample34_NELHA_4.csv,Sample35_NELHA_5.csv
0,807.308007,0.0985841,808.3153631,C_39 H_52 O_18,C39H52O18,C_39 H_51 O_18,15,39,1.333,0.462,39,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708377.189,248955.25,807.3079659,0.466809002,4,0,0.17,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6321074,8004958,4647998,6229061,NA
0,809.0016268,0.0021642,810.008905,C_36 H_14 O_21 N_2,C36H14N2O21,C_36 H_13 O_21 N_2,1,36,0.389,0.583,36,14,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710073.435,265490.6,809.001556,0.248728548,5,0.62,0.79,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4535580,NA,4105412,8518854,5306118,7655201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,809.2873509,0.0005035,810.2946278,C_38 H_50 O_19,C38H50O19,C_38 H_49 O_19,3,38,1.316,0.5,38,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710073.435,263806,809.2873131,0.17566518,5,0,0.16,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5395472,8611288,5922150,4049921,4203101
0,811.0263589,0.3727727,812.0339381,C_47 H_12 O_13 N_2,C47H12N2O13,C_47 H_11 O_13 N_2,1,47,0.255,0.277,47,12,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3711768.804,251352.25,811.0262818,0.121054878,4,0.88,0.9,43,1,0,1,0,0,0,0,0,0,0,0,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1477,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4123079,NA,5594591,5773408,5951525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,813.021547,0.1820931,814.0289716,C_37 H_18 O_22,C37H18O22,C_37 H_17 O_22,2,37,0.486,0.595,37,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713463.328,249586.9167,813.0214847,0.301263656,12,0.47,0.69,29,1,1,0,0,0,0,0,0,0,0,0,0,0,5.08,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.2267753,NA,NA,NA,NA,318,3.62,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24332186,23575324,27125040,35471100,33708468,33837352,NA,NA,NA,NA,NA,NA,7398510,7210804,6441623,9187177,10026099,8109760,NA,NA,NA,NA,NA
-1,814.0249753,0.0916504,815.0323265,C_36 H_18 O_22 C13_1,C37H18O22,C_36 H_17 O_22 C13_1,2,37,0.486,0.595,36,18,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3714310.282,255764.625,814.0248408,0.379979601,8,0.47,0.69,29,1,1,0,0,0,0,0,0,0,0,0,0,0,2.76,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.2267753,NA,NA,NA,NA,318,3.62,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9701436,10779594,9430340,14745484,13261408,14848428,NA,NA,NA,NA,NA,NA,NA,NA,NA,4567029,4562124,NA,NA,NA,NA,NA,NA
0,815.0785108,0.3264877,816.0855208,C_46 H_25 O_11 S_1 P_1,C46H25O11PS,C_46 H_24 O_11 S_1 P_1,1,46,0.543,0.239,46,25,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3715157.034,260632.4545,815.0783994,0.354449512,11,0.67,0.71,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863,Inf,FALSE,NA,NA,NA,NA,4806856,5748213,5811949,4315591,5469908,6130979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3788670,NA,NA,NA,NA,NA,NA,NA,NA,4108424,5512491,5038022,NA,4564904,NA,NA,NA
0,817.2924365,0.000275,818.2997131,C_40 H_50 O_18,C40H50O18,C_40 H_49 O_18,3,40,1.25,0.45,40,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716849.952,252068.4,817.2923981,0.160108172,5,0,0.23,16,0,0,0,1,0,1,0,0,0,0,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5117349,8259713,4133480,4606744,5228126
0,819.1156811,0.3214762,820.1226939,C_39 H_33 O_16 S_1 P_1,C39H33O16PS,C_39 H_32 O_16 S_1 P_1,1,39,0.846,0.41,39,33,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,301110,819.1156048,0.03481459,5,0.29,0.48,24,0,0,0,1,0,1,0,0,0,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855,Inf,TRUE,C_50 H_20 O_9 N_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6097801,NA,5924230,6226563,11083205,8950866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,819.1156811,0.0853933,820.1230276,C_50 H_20 O_9 N_4,C50H20N4O9,C_50 H_19 O_9 N_4,1,50,0.4,0.18,50,20,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,301110,819.1156048,0.03481459,5,0.81,0.83,43,1,0,1,0,0,0,0,0,0,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715,Inf,TRUE,C_50 H_20 O_9 N_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6097801,NA,5924230,6226563,11083205,8950866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,819.1156811,0.4835885,820.122561,C_50 H_28 O_8 S_2,C50H28O8S2,C_50 H_27 O_8 S_2,1,50,0.56,0.16,50,28,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,301110,819.1156048,0.03481459,5,0.68,0.7,37,1,0,1,0,0,0,0,0,0,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,Inf,TRUE,C_50 H_20 O_9 N_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6097801,NA,5924230,6226563,11083205,8950866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,819.1219768,0.1954533,820.1294135,C_30 H_32 O_25 N_2,C30H32N2O25,C_30 H_31 O_25 N_2,3,30,1.067,0.833,30,32,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,236832.3333,819.1219266,0.341495921,12,0,0.1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,23.14,367.42,760.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.49438056,254.7813133,NA,NA,NA,1440,564.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109267848,102186840,116745608,134431360,209804736,180704336,NA,NA,NA,NA,NA,NA,38684452,32688386,30395566,25801408,29048474,22888906,NA,NA,NA,NA,NA
-1,819.1219768,0.4298152,820.1289007,C_43 H_24 O_14 N_4,C43H24N4O14,C_43 H_23 O_14 N_4,2,43,0.558,0.326,43,24,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,236832.3333,819.1219266,0.341495921,12,0.64,0.72,34,1,0,1,0,0,0,0,0,0,0,0,0,0,23.14,-45.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.57747481,NA,NA,NA,NA,1708,45.98,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109267848,102186840,116745608,134431360,209804736,180704336,NA,NA,NA,NA,NA,NA,38684452,32688386,30395566,25801408,29048474,22888906,NA,NA,NA,NA,NA
-1,819.1319801,0.0643671,820.1393093,C_28 H_36 O_28,C28H36O28,C_28 H_35 O_28,2,28,1.286,1,28,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,174081.6667,819.1319192,0.151198162,6,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2.53,702.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.6320822,NA,NA,NA,NA,237,702.97,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7621515,9183066,8521094,11649669,8650183,10867797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,819.2716532,0.0586325,820.2789778,C_39 H_48 O_19,C39H48O19,C_39 H_47 O_19,3,39,1.231,0.487,39,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,246921,819.2716158,0.094460305,5,0,0.22,16,0,0,0,1,0,1,0,0,0,0,0,0,0,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6075919,5720405,4625336,6007529,3975025
0,819.3082433,0.1909448,820.3153631,C_40 H_52 O_18,C40H52O18,C_40 H_51 O_18,15,40,1.3,0.45,40,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718542.11,235122.8,819.3082046,0.18291848,5,0,0.19,15,0,0,0,1,0,1,0,0,0,0,0,0,0,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4904465,9603417,4735935,6073064,6072183
-1,820.1253406,0.1842163,821.1327683,C_29 H_32 O_25 N_2 C13_1,C30H32N2O25,C_29 H_31 O_25 N_2 C13_1,3,30,1.067,0.833,29,32,25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719387.914,238428.6667,820.1252882,0.356647205,12,0,0.1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,10.61,367.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.49438056,254.7813133,NA,NA,NA,1440,367.42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48319540,48644112,54158732,61424412,93544048,84759768,NA,NA,NA,NA,NA,NA,17450904,15157582,12504327,13120334,13336311,11190859,NA,NA,NA,NA,NA
-1,820.1253406,0.4402882,821.1322555,C_42 H_24 O_14 N_4 C13_1,C43H24N4O14,C_42 H_23 O_14 N_4 C13_1,2,43,0.558,0.326,42,24,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719387.914,238428.6667,820.1252882,0.356647205,12,0.64,0.72,34,1,0,1,0,0,0,0,0,0,0,0,0,0,10.61,-45.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.57747481,NA,NA,NA,NA,1708,45.98,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48319540,48644112,54158732,61424412,93544048,84759768,NA,NA,NA,NA,NA,NA,17450904,15157582,12504327,13120334,13336311,11190859,NA,NA,NA,NA,NA
-1,820.1351144,0.3328814,821.1426642,C_27 H_36 O_28 C13_1,C28H36O28,C_27 H_35 O_28 C13_1,2,28,1.286,1,27,36,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719387.914,202216.4,820.1350419,0.229346423,5,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,1.36,702.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.6320822,NA,NA,NA,NA,237,702.97,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3996725,NA,4195724,6374175,5279346,5375197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,820.4366609,0.4044634,821.4442695,C_36 H_71 O_17 N_1 S_1,C36H71NO17S,C_36 H_70 O_17 N_1 S_1,1,36,1.972,0.472,36,71,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719387.914,242110.2222,820.4366609,0.0975121,9,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209,Inf,FALSE,NA,NA,NA,NA,4070146,5413132,5861656,5971198,6085509,6533063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5210729,6048056,4954791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,821.1288135,0.040368,822.1361232,C_28 H_32 O_25 N_2 C13_2,C30H32N2O25,C_28 H_31 O_25 N_2 C13_2,3,30,1.067,0.833,28,32,25,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720233.541,247026.7143,821.128775,0.101269837,7,0,0.1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,3.28,NA,760.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.7813133,NA,NA,NA,1440,760.61,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800926,9683146,9905551,13009849,20340508,17683812,NA,NA,NA,NA,NA,NA,4950030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,821.2873514,0.0001107,822.2946278,C_39 H_50 O_19,C39H50O19,C_39 H_49 O_19,4,39,1.282,0.487,39,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720233.541,254920.6,821.2873124,0.248855751,5,0,0.19,15,0,0,0,1,0,1,0,0,0,0,0,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5518974,9751102,5178646,6089405,4671635
0,821.3238339,0.1181981,822.3310131,C_40 H_54 O_18,C40H54O18,C_40 H_53 O_18,15,40,1.35,0.45,40,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720233.541,257128,821.3237956,0.177691033,5,0,0.16,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5830272,8006211,4252956,4360892,4982936
0,822.4336945,0.3891645,823.4412914,C_35 H_69 O_20 N_1,C35H69NO20,C_35 H_68 O_20 N_1,1,35,1.971,0.571,35,69,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721078.996,252581.8,822.4336945,0.228725868,5,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,Inf,TRUE,C_48 H_61 O_9 N_3,NA,NA,NA,NA,NA,NA,4283959,3853642,4575433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4194918,NA,4070168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,822.4336945,0.2335893,823.4407786,C_48 H_61 O_9 N_3,C48H61N3O9,C_48 H_60 O_9 N_3,1,48,1.271,0.188,48,61,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721078.996,252581.8,822.4336945,0.228725868,5,0.22,0.31,20,0,0,0,1,0,1,0,0,0,0,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,Inf,TRUE,C_48 H_61 O_9 N_3,NA,NA,NA,NA,NA,NA,4283959,3853642,4575433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4194918,NA,4070168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,823.3030142,0.0156118,824.3102778,C_39 H_52 O_19,C39H52O19,C_39 H_51 O_19,3,39,1.333,0.487,39,52,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721924.284,266343.5,823.3029714,0.111937773,4,0,0.15,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5248752,8145719,3794554,6138517,NA
-1,825.1492309,0.4617636,826.1568889,C_31 H_39 O_24 P_1,C31H39O24P,C_31 H_38 O_24 P_1,2,31,1.258,0.774,31,39,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723614.375,246646.7143,825.1492045,0.177469617,7,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,4.55,283.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3230884,NA,NA,NA,NA,786,283.92,TRUE,C_42 H_34 O_16 S_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18763670,20628414,19752330,18826804,17555910,18831244,NA,NA,NA,NA,NA,NA,NA,NA,4329151,NA,NA,NA,NA,NA,NA,NA,NA
-1,825.1492309,0.3008353,826.1567559,C_42 H_34 O_16 S_1,C42H34O16S,C_42 H_33 O_16 S_1,2,42,0.81,0.381,42,34,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723614.375,246646.7143,825.1492045,0.177469617,7,0.36,0.52,26,1,0,1,0,0,0,0,0,0,0,0,0,0,4.55,-52.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.85751763,NA,NA,NA,NA,602,52.35,TRUE,C_42 H_34 O_16 S_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18763670,20628414,19752330,18826804,17555910,18831244,NA,NA,NA,NA,NA,NA,NA,NA,4329151,NA,NA,NA,NA,NA,NA,NA,NA
-1,826.1526405,0.3949901,827.1602437,C_30 H_39 O_24 P_1 C13_1,C31H39O24P,C_30 H_38 O_24 P_1 C13_1,2,31,1.258,0.774,30,39,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724459.189,257227.6667,826.1525783,0.089383057,6,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,2.28,283.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3230884,NA,NA,NA,NA,786,283.92,TRUE,C_41 H_34 O_16 S_1 C13_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8679495,9372798,8643971,8177366,8397423,7616535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,826.1526405,0.234257,827.1601107,C_41 H_34 O_16 S_1 C13_1,C42H34O16S,C_41 H_33 O_16 S_1 C13_1,2,42,0.81,0.381,41,34,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724459.189,257227.6667,826.1525783,0.089383057,6,0.36,0.52,26,1,0,1,0,0,0,0,0,0,0,0,0,0,2.28,-52.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.85751763,NA,NA,NA,NA,602,52.35,TRUE,C_41 H_34 O_16 S_1 C13_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8679495,9372798,8643971,8177366,8397423,7616535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
